birth_id,line_id,number,sex,dob,source,litter_id,ear_mark,sire,dam,generation,gt_app,gt_ps1,gt_aqp4,gt_cagegfp,genotype,genotype_status,status,status_date,notes
cagegfp_aqp4ko-80,cagegfp_aqp4ko,80,M,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,
cagegfp_aqp4ko-81,cagegfp_aqp4ko,81,M,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,
cagegfp_aqp4ko-82,cagegfp_aqp4ko,82,M,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,
cagegfp_aqp4ko-83,cagegfp_aqp4ko,83,M,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,alive,,
cagegfp_aqp4ko-84,cagegfp_aqp4ko,84,F,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,alive,,
cagegfp_aqp4ko-85,cagegfp_aqp4ko,85,F,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,alive,,
cagegfp_aqp4ko-86,cagegfp_aqp4ko,86,F,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,,AQP4:-/-,confirmed,alive,,
cagegfp_aqp4ko-87,cagegfp_aqp4ko,87,,2025-09-04,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,,,,pending,sacrificed,,
cagegfp_aqp4ko-88,cagegfp_aqp4ko,88,,2025-10-20,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 51,,,,,,,pending,sacrificed,,
cagegfp_aqp4ko-89,cagegfp_aqp4ko,89,,2025-10-20,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 51,,,,,,,pending,sacrificed,,
cagegfp_aqp4ko-90,cagegfp_aqp4ko,90,,2025-10-20,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 51,,,,,,,pending,sacrificed,,
cagegfp_aqp4ko-91,cagegfp_aqp4ko,91,,2025-10-20,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 51,,,,,,,pending,sacrificed,,
cagegfp_aqp4ko-92,cagegfp_aqp4ko,92,M,2026-02-28,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 84,4,,,,,,pending,sacrificed,,
cagegfp_aqp4ko-93,cagegfp_aqp4ko,93,F,2026-02-28,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 84,4,,,,,,pending,alive,,
cagegfp_aqp4ko-94,cagegfp_aqp4ko,94,F,2026-02-28,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 84,4,,,,,,pending,alive,,
cagegfp_aqp4ko-95,cagegfp_aqp4ko,95,M,2026-03-10,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 85,4,,,,,,pending,alive,,orig:実験中
cagegfp_aqp4ko-96,cagegfp_aqp4ko,96,M,2026-03-10,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 85,4,,,,,,pending,alive,,orig:実験中
cagegfp_aqp4ko-97,cagegfp_aqp4ko,97,M,2026-03-10,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 85,4,,,,,,pending,alive,,
cagegfp_aqp4ko-98,cagegfp_aqp4ko,98,F,2026-03-10,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 85,4,,,,,,pending,alive,,
cagegfp_aqp4ko-99,cagegfp_aqp4ko,99,F,2026-03-10,in_house,,,CAG-EGFP-AQP4KO 63,CAG-EGFP-AQP4KO 85,4,,,,,,pending,alive,,
cagegfp_aqp4ko-100,cagegfp_aqp4ko,100,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
cagegfp_aqp4ko-101,cagegfp_aqp4ko,101,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
cagegfp_aqp4ko-102,cagegfp_aqp4ko,102,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
cagegfp_aqp4ko-103,cagegfp_aqp4ko,103,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
cagegfp_aqp4ko-104,cagegfp_aqp4ko,104,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
cagegfp_aqp4ko-105,cagegfp_aqp4ko,105,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
cagegfp_aqp4ko-106,cagegfp_aqp4ko,106,,2026-05-21,in_house,,,CAG-EGFP145,AQP4KO78,,,,,,,pending,alive,,
wt-118,wt,118,M,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-119,wt,119,M,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-120,wt,120,M,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-121,wt,121,M,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-122,wt,122,M,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-123,wt,123,M,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-124,wt,124,F,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-125,wt,125,F,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-126,wt,126,F,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-127,wt,127,F,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-128,wt,128,F,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-129,wt,129,F,2025-03-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/4/22搬入
wt-130,wt,130,F,2025-07-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/9/9搬入
wt-131,wt,131,F,2025-07-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/9/9搬入
wt-132,wt,132,F,2025-07-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/9/9搬入
wt-133,wt,133,F,2025-07-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/9/9搬入
wt-134,wt,134,F,2025-07-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/9/9搬入
wt-135,wt,135,M,2025-09-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/10/21搬入 tag:左1
wt-136,wt,136,M,2025-09-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/10/21搬入 tag:右1
wt-137,wt,137,M,2025-09-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/10/21搬入 tag:左1右1
wt-138,wt,138,M,2025-09-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/10/21搬入
wt-139,wt,139,M,2025-09-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/10/21搬入
wt-140,wt,140,M,2025-09-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/10/21搬入
wt-141,wt,141,M,2025-09-01,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/11/6搬入
wt-142,wt,142,M,2025-09-01,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/11/6搬入
wt-143,wt,143,M,2025-09-01,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/11/6搬入
wt-144,wt,144,M,2025-09-01,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/11/6搬入
wt-145,wt,145,M,2025-09-01,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/11/6搬入
wt-146,wt,146,M,2025-09-01,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2025/11/6搬入
wt-147,wt,147,M,2025-12-31,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/1/27搬入
wt-148,wt,148,M,2025-12-31,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/1/27搬入
wt-149,wt,149,M,2025-12-31,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/1/27搬入
wt-150,wt,150,M,2025-12-31,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/1/27搬入
wt-151,wt,151,M,2025-12-31,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/1/27搬入
wt-152,wt,152,M,2025-12-31,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/1/27搬入
wt-153,wt,153,M,2025-12-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/2/12搬入
wt-154,wt,154,M,2025-12-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/2/12搬入
wt-155,wt,155,M,2025-12-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/2/12搬入
wt-156,wt,156,M,2025-12-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/2/12搬入
wt-157,wt,157,M,2025-12-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/2/12搬入
wt-158,wt,158,M,2025-12-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/2/12搬入
wt-159,wt,159,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-160,wt,160,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-161,wt,161,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-162,wt,162,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-163,wt,163,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-164,wt,164,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-165,wt,165,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-166,wt,166,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-167,wt,167,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-168,wt,168,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/3/24搬入
wt-169,wt,169,M,2026-02-12,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/3/24搬入 orig:実験中
wt-170,wt,170,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/4/14搬入
wt-171,wt,171,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/4/14搬入 orig:実験中
wt-172,wt,172,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/4/14搬入 orig:実験中
wt-173,wt,173,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/4/14搬入
wt-174,wt,174,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/4/14搬入
wt-175,wt,175,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,dead,,日本クレアから2026/4/14搬入 orig:実験中
wt-176,wt,176,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/4/14搬入 orig:実験中
wt-177,wt,177,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/4/14搬入
wt-178,wt,178,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/4/14搬入 orig:実験中
wt-179,wt,179,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/4/14搬入
wt-180,wt,180,M,2026-03-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/4/14搬入
wt-181,wt,181,F,2026-02-25,vendor,,,WT,WT,1,,,,,,na,nursing,,日本クレアから2026/5/7搬入 orig:育児中
wt-182,wt,182,F,2026-02-25,vendor,,,WT,WT,1,,,,,,na,nursing,,日本クレアから2026/5/7搬入 orig:育児中
wt-183,wt,183,F,2026-02-25,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/5/7搬入
wt-184,wt,184,F,2026-02-25,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/5/7搬入
wt-185,wt,185,F,2026-02-25,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/5/7搬入
wt-186,wt,186,F,2026-02-25,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/5/7搬入
wt-187,wt,187,M,2026-04-15,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/6/9搬入 orig:実験中
wt-188,wt,188,M,2026-04-15,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2026/6/9搬入
wt-189,wt,189,M,2026-04-15,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/6/9搬入 orig:実験中
wt-190,wt,190,M,2026-04-15,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/6/9搬入
wt-191,wt,191,M,2026-04-15,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/6/9搬入
wt-192,wt,192,M,2026-04-15,vendor,,,WT,WT,1,,,,,,na,alive,,日本クレアから2026/6/9搬入
wt-1,wt,1,M,2023-11-08,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-2,wt,2,M,2023-11-08,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-3,wt,3,M,2023-11-08,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-4,wt,4,F,2023-11-09,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-5,wt,5,M,2023-11-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-6,wt,6,M,2023-11-09,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-7,wt,7,M,2023-11-09,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-8,wt,8,F,2023-11-08,in_house,,,WT,WT,2,,,,,,na,sacrificed,,c-fos
wt-9,wt,9,F,2023-11-08,in_house,,,WT,WT,2,,,,,,na,sacrificed,,c-fos
wt-10,wt,10,F,2023-11-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-11,wt,11,F,2023-11-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-12,wt,12,F,2023-11-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-13,wt,13,F,2023-11-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-14,wt,14,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-15,wt,15,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-16,wt,16,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-17,wt,17,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-18,wt,18,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-19,wt,19,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-20,wt,20,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-21,wt,21,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-22,wt,22,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-23,wt,23,M,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-24,wt,24,F,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-25,wt,25,F,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-26,wt,26,F,2024-02-02,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-27,wt,27,M,2024-02-07,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-28,wt,28,M,2024-02-07,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-29,wt,29,M,2024-02-07,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-30,wt,30,F,2024-02-07,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-31,wt,31,F,2024-02-07,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-32,wt,32,F,2024-02-07,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Suntory（本実験）
wt-33,wt,33,M,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Water intoxication
wt-34,wt,34,M,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Water intoxication
wt-35,wt,35,M,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,Water intoxication
wt-36,wt,36,M,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-37,wt,37,M,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-38,wt,38,M,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-39,wt,39,F,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-40,wt,40,F,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-41,wt,41,F,2024-04-28,in_house,,,WT,WT,2,,,,,,na,sacrificed,,
wt-42,wt,42,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入
wt-43,wt,43,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 water intox.
wt-44,wt,44,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 water intox.
wt-45,wt,45,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 water intox.
wt-46,wt,46,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 water intox.
wt-47,wt,47,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 water intox.
wt-48,wt,48,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 water intox.
wt-49,wt,49,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 Hirooka
wt-50,wt,50,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入 Hirooka
wt-51,wt,51,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入
wt-52,wt,52,M,2024-05-27,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/7/25搬入
wt-53,wt,53,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-54,wt,54,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-55,wt,55,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-56,wt,56,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-57,wt,57,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-58,wt,58,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-59,wt,59,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-60,wt,60,M,2024-06-10,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/8/6搬入 花王p
wt-61,wt,61,M,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-62,wt,62,M,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-63,wt,63,M,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-64,wt,64,M,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-65,wt,65,M,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-66,wt,66,M,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-67,wt,67,F,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-68,wt,68,F,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-69,wt,69,F,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-70,wt,70,F,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-71,wt,71,F,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-72,wt,72,F,2024-08-05,vendor,,,WT,WT,1,,,,,,na,sacrificed,,日本クレアから2024/10/10搬入
wt-73,wt,73,M,2024-08-19,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/10/24搬入
wt-74,wt,74,M,2024-08-19,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/10/24搬入
wt-75,wt,75,M,2024-08-19,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/10/24搬入
wt-76,wt,76,M,2024-08-19,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/10/24搬入
wt-77,wt,77,M,2024-08-19,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/10/24搬入
wt-78,wt,78,M,2024-08-19,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/10/24搬入
wt-79,wt,79,M,2024-09-03,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/6搬入
wt-80,wt,80,M,2024-09-03,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/6搬入
wt-81,wt,81,M,2024-09-03,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/6搬入
wt-82,wt,82,M,2024-09-03,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/6搬入
wt-83,wt,83,M,2024-09-03,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/6搬入
wt-84,wt,84,M,2024-09-03,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/6搬入
wt-85,wt,85,F,2024-08-24,in_house,,,WT,WT,2,,,,,,na,sacrificed,,From Nuriya Group
wt-86,wt,86,F,2024-08-24,in_house,,,WT,WT,2,,,,,,na,sacrificed,,From Nuriya Group
wt-87,wt,87,M,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-88,wt,88,M,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-89,wt,89,M,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-90,wt,90,M,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-91,wt,91,M,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-92,wt,92,M,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-93,wt,93,F,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-94,wt,94,F,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-95,wt,95,F,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-96,wt,96,F,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-97,wt,97,F,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-98,wt,98,F,2024-09-23,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2024/11/21搬入 tag:Punch
wt-99,wt,99,M,2024-08-23,in_house,,,WT,WT,2,,,,,,na,sacrificed,,From Nuriya Group
wt-100,wt,100,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-101,wt,101,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-102,wt,102,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-103,wt,103,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-104,wt,104,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-105,wt,105,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-106,wt,106,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
wt-107,wt,107,M,2024-11-13,vendor,,,WT,WT,2,,,,,,na,sacrificed,,日本クレアから2025/1/9搬入 tag:Punch
